file_path,filename,preprocessing,logmel_0,logmel_1,logmel_2,logmel_3,logmel_4,logmel_5,logmel_6,logmel_7,logmel_8,logmel_9,logmel_10,logmel_11,logmel_12,logmel_13,logmel_14,logmel_15,logmel_16,logmel_17,logmel_18,logmel_19,logmel_20,logmel_21,logmel_22,logmel_23,logmel_24,logmel_25,logmel_26,logmel_27,logmel_28,logmel_29,logmel_30,logmel_31,logmel_32,logmel_33,logmel_34,logmel_35,logmel_36,logmel_37,logmel_38,logmel_39,logmel_40,logmel_41,logmel_42,logmel_43,logmel_44,logmel_45,logmel_46,logmel_47,logmel_48,logmel_49,logmel_50,logmel_51,logmel_52,logmel_53,logmel_54,logmel_55,logmel_56,logmel_57,logmel_58,logmel_59,logmel_60,logmel_61,logmel_62,logmel_63
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP7_60sec.wav,WEBSS-006 TP7_60sec.wav,bandpass_100_2000,-63.69225842833323,-46.41975304731735,-42.73873214775223,-44.66879877008481,-47.528240693412585,-49.92147644883076,-52.835202226473164,-55.32226541800447,-56.47274528916296,-57.44659357184151,-58.1900965072441,-59.091358915752174,-60.282747293403055,-61.02533030326719,-62.8474141504329,-64.385002370408,-66.39105046607577,-69.33163226482625,-71.32128090136965,-73.47333982317058,-75.0526455428818,-76.41895136328436,-77.29404308637072,-77.95480028071441,-78.61630178553355,-78.7920826568126,-79.11528423670994,-79.02284892052299,-79.11941940518986,-79.26690897526088,-79.4524521609784,-79.56837967950727,-79.67396231568861,-79.72266740948274,-79.81216762377694,-79.99337149227999,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP10_60sec.wav,WEBSS-006 TP10_60sec.wav,bandpass_100_2000,-62.353165683076504,-44.89771487131587,-42.112952936416455,-45.122542664455956,-47.95179220844747,-50.70758149095489,-52.26826798153462,-53.71922709185102,-55.58725265334134,-57.240203412962074,-58.86184950287611,-58.809715437800946,-59.49271259663417,-61.49360542727153,-64.23900177536844,-66.56242531117479,-68.58354803384067,-70.39214117100508,-72.54933468896276,-74.52272918630818,-75.98030542474076,-77.01474095059042,-77.58864321568674,-77.99679517929246,-78.4093731939282,-78.79964537452558,-78.92608577634162,-79.02789291760162,-79.13847827541046,-79.28952981768268,-79.3941172175341,-79.5297597643703,-79.62460908328383,-79.67693291408983,-79.81137184351381,-79.98343671052406,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP2_60sec.wav,WEBSS-006 TP2_60sec.wav,bandpass_100_2000,-51.47599637753732,-31.99869536949027,-28.230588254894915,-30.982446241789816,-34.6797043073614,-37.45518333742401,-39.68708744851343,-41.82240606742383,-43.353555646298496,-44.039814786469606,-45.45129352874549,-46.88007255499625,-48.01341434142083,-49.579770599911086,-50.977538495536116,-53.46053984585111,-56.140712319232165,-58.40280550320261,-60.26665032990171,-62.77832009729103,-64.8733879326575,-66.03877819047788,-67.52137742136958,-68.71036843541044,-69.6833341857156,-70.80347891394615,-71.89205674843646,-72.44960596627534,-73.29140812051854,-74.21528559887403,-75.3626437571448,-77.0467622166691,-78.1333998774117,-78.90643468554019,-79.74861935737052,-79.98577369559376,-79.98824684124871,-79.98959016578705,-79.99054908861496,-79.9913331438706,-79.99200745118476,-79.9926313043613,-79.99322091016792,-79.99378657003251,-79.9943348235896,-79.99486657768466,-79.99537994108994,-79.99587552981285,-79.99635603106381,-79.99681121180753,-79.99703168675589,-79.99724565015786,-79.9974487002412,-79.99764134106502,-79.99782474700768,-79.99799625019796,-79.99815609597644,-79.99830349040478,-79.99843707944196,-79.99855521561894,-79.99865773349171,-79.99874090403591,-79.99880452483409,-79.99884436774977
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP4_60sec.wav,WEBSS-006 TP4_60sec.wav,bandpass_100_2000,-60.606688373285536,-44.36251283205368,-40.254632419228,-41.6499343493866,-45.023728034648954,-47.74329666196483,-50.48076507437611,-52.589748370189156,-53.5778647856872,-54.27142968266152,-54.88668890827511,-55.737584930571096,-56.83187149914538,-57.764271750312744,-59.191947372480435,-60.606082748765125,-62.54361119145853,-64.75176592324064,-66.74943501204811,-68.84103581365639,-70.46872986917742,-72.0243154338261,-73.08687460333529,-74.10487052225714,-74.94720846967196,-75.81102089790909,-76.5104108636498,-77.19730101504699,-77.78310945882465,-78.3167438447686,-78.65524225647074,-78.98713891950504,-79.18515903230373,-79.29468853089213,-79.56400666636581,-79.96053752205377,-79.98971932433325,-79.9914164108522,-79.99208681041583,-79.99252830180161,-79.99296741159887,-79.99341706667536,-79.99387328365523,-79.99433349899225,-79.99479616670799,-79.99525883099146,-79.99571892408827,-79.99617589520408,-79.99663043931632,-79.99708123129535,-79.99752524221151,-79.99796680355912,-79.99840098903977,-79.99882786944612,-79.99924764678282,-79.99965638103352,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP9_60sec.wav,WEBSS-006 TP9_60sec.wav,bandpass_100_2000,-68.25157232094101,-52.06032912966573,-49.28519027798665,-51.363476174782974,-53.311984413308664,-55.975717138754646,-58.06033536498347,-59.75284717065472,-59.74173562885629,-59.36702525814892,-59.905389347575486,-60.1971898670419,-61.056485937798314,-62.0317352832358,-63.08772186304523,-64.72694985423855,-66.05561890651435,-67.97792526778936,-70.17793124784963,-72.28432679995656,-73.55844956911326,-74.85452240572164,-76.2482693595617,-76.7700901454137,-77.5152635622685,-77.64592930100335,-78.04639706489995,-78.71504773343034,-78.86378746092461,-79.27915693146734,-79.40447080649925,-79.59983494165705,-79.61145512936935,-79.73699562008713,-79.84067509080651,-79.98310010907407,-79.99213380451269,-79.99369726967933,-79.9949050923687,-79.99598137968222,-79.9968917478087,-79.99738249724822,-79.99786504067792,-79.99834207485716,-79.99881526840532,-79.99928406093575,-79.99974696844717,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP3_60sec.wav,WEBSS-006 TP3_60sec.wav,bandpass_100_2000,-63.745710748175796,-47.57694670173568,-43.984118819684845,-46.287892482051355,-49.84212689669544,-52.973032673399494,-55.88223335976168,-58.34157932974013,-59.91456397542084,-60.976128775664776,-61.94764018467704,-63.22694205136556,-64.30026288160697,-65.12431161503699,-66.26741209799214,-67.84038156972788,-69.99544791622205,-72.31351483595165,-74.15216195244228,-75.42044392858493,-76.52722331151483,-77.3077695401695,-77.97952805020691,-78.49466258276303,-78.90117633996492,-79.1383773838478,-79.31274793573195,-79.42778902486016,-79.49933907954546,-79.56024315313026,-79.62049329951631,-79.65250173158444,-79.66902244267618,-79.7124245436381,-79.7904437513491,-79.95714844218253,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP12_60sec.wav,WEBSS-006 TP12_60sec.wav,bandpass_100_2000,-62.21018155717534,-46.05349548324297,-43.46498668330769,-45.113278187989785,-45.3891602171462,-45.76233998877432,-47.02617309916989,-49.00407028908899,-51.15776617361761,-53.2295803856503,-53.053772993265014,-53.24194581537677,-55.10133245815403,-57.7686869269819,-59.95912582270529,-61.61253038387155,-64.39283265179876,-66.22644771806922,-68.13388585103544,-71.10461019885207,-72.6575868241125,-73.58608498491422,-74.2913075438439,-74.66512835461732,-75.22398537360166,-75.90177481936877,-76.51501285259498,-76.81002410703492,-77.03988151161673,-77.31554080864956,-77.73269846304198,-77.97062206119729,-78.26999115463764,-78.56043459667886,-79.12974396574178,-79.95394316562198,-79.99730703599235,-79.99808328174873,-79.99867883936483,-79.99921074717304,-79.9997097279034,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP5_60sec.wav,WEBSS-006 TP5_60sec.wav,bandpass_100_2000,-58.0886174443758,-41.755121269226265,-37.96423959110551,-39.10320607668619,-42.249763858712804,-45.218079699754036,-46.619664611463755,-49.29790505882268,-50.91498227409092,-52.55677206234221,-54.319218255144044,-55.45337288421918,-56.5163256398582,-57.683209133166315,-59.06363207018655,-61.20270380534792,-63.1261768800816,-64.85700685055427,-66.37002736016059,-67.91843516012965,-69.10392743531848,-70.3252151160776,-71.65197361700199,-72.49495723546855,-73.45061336841695,-74.2296122610279,-75.0086391878163,-75.90471701282205,-76.68960208979193,-77.30233833097056,-78.07502763143432,-78.64947854956213,-79.10322273056663,-79.45938474560604,-79.87377717552056,-79.98765289890233,-79.99068492551851,-79.99228059916909,-79.9934947175093,-79.99457113425571,-79.99557634431223,-79.9965627782828,-79.99716992169718,-79.99765551621854,-79.99813959303405,-79.99862148807587,-79.99909970049028,-79.99957435726071,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP8_60sec.wav,WEBSS-006 TP8_60sec.wav,bandpass_100_2000,-50.694228100810726,-33.441219453092366,-30.394747842420312,-34.19850210736671,-37.91208831081889,-40.45658798940086,-43.23227810493202,-45.1445309022116,-46.40499819479215,-47.23329389303549,-48.38361822190048,-49.83944693977886,-51.175716545097245,-52.256688458683506,-53.45061485957884,-54.87056655949774,-56.30676293966911,-57.302032631168586,-58.1336365045539,-60.97978109590029,-62.62786999673831,-63.67336607731617,-64.72136528722706,-65.81105073299167,-67.24469607916785,-68.222472465117,-69.13979944502861,-70.06171121715595,-71.18862187635794,-72.54207173129743,-73.95161249891346,-75.32809258762566,-76.66836987447395,-77.82210703605234,-79.59343030660058,-79.95621349868628,-79.9958633520638,-79.99690719619373,-79.99739802954097,-79.99785826171328,-79.99827994451397,-79.99867245699814,-79.99903558628101,-79.99937273493313,-79.99968829883854,-79.99998487045639,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP6_60sec.wav,WEBSS-005 TP6_60sec.wav,bandpass_100_2000,-48.38094545017471,-28.583229402298603,-23.173401984511738,-22.25946686566663,-23.765685209766165,-28.408811810258346,-29.9437179402356,-31.58621672322985,-33.07412053596757,-35.407637987966815,-37.16539329400937,-37.67167444526702,-38.33113648635949,-40.5197544648193,-43.39947757288838,-46.25069725428989,-48.266364698320594,-49.98881235002867,-51.74350185049988,-53.13610165618272,-53.9400059135485,-54.86754323261836,-55.52144359758244,-56.53767776321129,-57.55583674926318,-58.434434759554726,-58.85090796144563,-59.8800838866605,-61.50937946499624,-63.597608642717866,-65.72543288917765,-67.60944864349362,-69.16990450435937,-70.97509420536042,-75.35361175164994,-79.95571224209442,-79.98145900834906,-79.98416190964252,-79.98574383975472,-79.98713012134712,-79.988393232048,-79.98959943773002,-79.99075833246731,-79.99187812541194,-79.99296563089322,-79.99402145908593,-79.99504309290171,-79.9958558127375,-79.99659517051836,-79.99705932475159,-79.9974048375377,-79.99774071543277,-79.99806188380246,-79.998368326584,-79.99866053891029,-79.99893516250391,-79.99919175868364,-79.99942874670434,-79.99964392585792,-79.99983473416819,-79.9999999424837,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP1_60sec.wav,WEBSS-005 TP1_60sec.wav,bandpass_100_2000,-60.02769826325945,-36.342645822042115,-24.148252205696753,-21.214872491287522,-21.419284637659235,-22.08018045926372,-24.358483028426257,-24.45462797610843,-25.91158811244403,-29.7223396965204,-32.503555655450256,-36.32413306124718,-39.848978197252535,-43.25071718332536,-46.70842723093913,-48.89335555944213,-50.06351196540744,-51.470223048067524,-54.58685491919528,-57.02731519124674,-58.34268369281485,-59.79392965642318,-60.453293009654125,-60.917091834340205,-61.34841308619974,-61.27407075232444,-61.90351746089126,-63.991096880121226,-67.07972172271994,-70.22761570345506,-73.6687280532858,-77.30945771702933,-79.74727239997803,-79.94470657038327,-79.96883235628195,-79.97291641028579,-79.97560382165433,-79.97765688324655,-79.97946399622589,-79.98117724395424,-79.9827921500484,-79.98435820765037,-79.98587502851946,-79.98735009527306,-79.9887923718406,-79.99020339798223,-79.99158061978227,-79.99267833953053,-79.99353401088135,-79.99437076981187,-79.9951800252442,-79.99581083666192,-79.99640903382026,-79.99698829636185,-79.99745280070974,-79.99759990134753,-79.99773794035865,-79.99786603826264,-79.99798277298694,-79.99808645089388,-79.99817690065917,-79.9982504268603,-79.99830691662162,-79.99834230642014
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP4_60sec.wav,WEBSS-005 TP4_60sec.wav,bandpass_100_2000,-49.00070849764625,-29.05751246090238,-23.28299385579411,-24.90343808329677,-26.917111277141593,-28.161234401531072,-29.84350774101686,-32.1352439742673,-33.90089465921906,-35.13697300267567,-35.91944909742446,-37.384763450188174,-39.774697062702266,-42.71819212378194,-45.53785536360855,-48.09069770197022,-50.92168175141046,-53.31288992550214,-55.46378423150429,-57.42516160552418,-58.899668830489404,-60.37884966029669,-61.73400454246937,-63.136137229468815,-64.55131161031112,-66.04554087647121,-67.42056998710467,-68.65993339691819,-69.833453005555,-71.07684231933209,-72.47902953440506,-73.74826963815363,-75.08516834283269,-76.49542504802473,-78.96611091494337,-79.97355544965002,-79.98251556905659,-79.98519598823813,-79.9873919005589,-79.98938882864256,-79.99046653055373,-79.99148867163247,-79.99250216098022,-79.99351162186574,-79.9945202847138,-79.99552740531263,-79.99653080135391,-79.9971667571272,-79.99766778684328,-79.99816885026165,-79.99866789065977,-79.99917036062259,-79.99967242560892,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP2_60sec.wav,WEBSS-005 TP2_60sec.wav,bandpass_100_2000,-59.7205148388255,-42.41650724337575,-37.60777202930854,-36.53481794314595,-35.464577147261195,-35.44316191386407,-38.51536495979332,-41.961187460824696,-43.71174883822038,-44.49351126187827,-45.19259866660685,-46.777777621543834,-50.09020846153093,-52.90701407807734,-55.10355272887928,-57.39492677007795,-58.903476284594205,-60.40473532331173,-61.85524415105185,-64.91484554845857,-66.65440144188736,-67.56579996409982,-68.25765752266976,-68.8767723213934,-69.53803353470636,-70.33079714831757,-71.03875726775149,-72.22862577307761,-74.13311979342654,-76.27705924347173,-77.68830896910794,-78.29142920983574,-78.69924204229672,-79.04829731594259,-79.57352467084688,-79.99122173990946,-79.9938905920511,-79.99588910881245,-79.99722023836719,-79.99802440901047,-79.99876457068065,-79.99945640389362,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP5_60sec.wav,WEBSS-005 TP5_60sec.wav,bandpass_100_2000,-48.884416901228384,-26.926955930190946,-19.166370290744336,-20.822326119778868,-24.736361526390024,-26.682922602877095,-27.470790734475887,-29.534275545058122,-34.0045942024052,-35.82780909229425,-37.13465344484288,-39.346034278808084,-42.13752846021098,-45.460316409953755,-48.4940739352683,-51.5892515493533,-53.236055075931944,-54.41890940728994,-56.223635510262454,-57.16304036765499,-58.825364369543195,-59.553023465356354,-60.346713994912065,-61.31816891115944,-62.080741254347394,-62.49699269966544,-62.525124355491585,-63.255629240771384,-65.23284087415747,-67.86097960791422,-69.99764241491125,-71.6897105982642,-73.1648251213758,-74.8824615342957,-78.64250277575638,-79.97435923522124,-79.9790533518065,-79.98286341324386,-79.98628711127144,-79.98914468159045,-79.9911586814188,-79.99235843156507,-79.99299547543507,-79.99353364659534,-79.99401434139013,-79.99430699994419,-79.99460616754688,-79.99491283568835,-79.99522761381651,-79.99554618931305,-79.99585992491444,-79.99617601677066,-79.9964837443055,-79.99678239016036,-79.99707298281133,-79.99734908753591,-79.99761027190803,-79.99785423618243,-79.99807771347764,-79.99827698911568,-79.99845147903477,-79.99859362150987,-79.99870308896571,-79.99877172541956
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS005_6/WEBSS-005 TP3_60sec.wav,WEBSS-005 TP3_60sec.wav,bandpass_100_2000,-46.88658895993465,-29.445205200352937,-25.07390897309127,-26.585334944061888,-28.271195432696192,-30.01411368925924,-30.81980358313302,-31.862993082452512,-33.84801901850205,-36.19367760605882,-37.7353118602433,-39.54049161000275,-41.52320328019766,-43.99862221600913,-46.16476473214677,-48.13321273390772,-48.618458270129686,-49.25316091093979,-50.562441134749534,-52.865227271192566,-54.84651859589536,-56.68039901739107,-57.67666802312922,-58.08059476563194,-58.22755247451287,-58.35565529913594,-57.53387084149781,-58.165339923392985,-60.057445804595716,-63.318277185335326,-66.47453926939119,-68.69963377455416,-70.37849210962895,-71.78719824247908,-76.34032385538896,-79.95094666805915,-79.98167549173867,-79.98524101478156,-79.98822270129403,-79.99074821670217,-79.99279591818448,-79.99469948850165,-79.99646345731874,-79.99744361935953,-79.99821240410418,-79.9989392835818,-79.99963208339396,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP3_60sec.wav,WEBSS-004 TP3_60sec.wav,bandpass_100_2000,-40.05723553799855,-24.94520225090649,-24.412574340037974,-30.242403356336,-34.279876554842375,-36.79617578404863,-39.91175672574427,-42.59960884157105,-43.81722694251183,-43.246543060018254,-43.722780780325,-45.82375150296643,-45.32579972494024,-45.75413771524626,-48.21734688588938,-48.909568179154384,-50.682232698358156,-54.87426386316963,-57.74046040069964,-57.299437209512845,-58.0200064644744,-59.997470708783,-60.86649204615364,-61.65942735071123,-61.23549664326538,-62.61761474169056,-65.28671754378286,-67.60424115111097,-69.27637218869803,-70.90722507021701,-71.95270067513077,-73.71561218114559,-75.29630627738216,-76.55940104617912,-78.82950771844638,-79.94762026503557,-79.98065245660489,-79.98450551384043,-79.98769081499596,-79.99051666709718,-79.9928145604173,-79.99444984224445,-79.99549662309008,-79.9964631805943,-79.99736567284857,-79.99821416078879,-79.99901444069724,-79.99969108189352,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP5_60sec.wav,WEBSS-004 TP5_60sec.wav,bandpass_100_2000,-38.20142373948453,-23.500546075793064,-24.58978131045124,-31.318071947187278,-33.78197533874493,-35.58564045416605,-38.635129431450096,-41.9177145777186,-44.11023831352634,-44.89404323704374,-45.31208755522222,-46.51065204228375,-48.46960021105252,-50.647222784145065,-52.312158826215374,-53.993279711563,-55.770446372402155,-57.64539726414169,-58.66645349388637,-59.943249136234535,-60.931543553357926,-61.92128199598615,-63.0677446524858,-63.81223155884764,-65.24061929406761,-66.23355223063814,-67.11390974901536,-68.06165481619172,-67.29464970967177,-66.59687105660099,-69.04044030779991,-72.0191838428315,-73.87628475965101,-75.16700087792513,-77.29738207492959,-79.91709453878273,-79.94243097904265,-79.94542490715149,-79.94782552503148,-79.94999997923588,-79.95200906051666,-79.95392507525237,-79.95575686902001,-79.9575187741086,-79.9592262149198,-79.96088732373502,-79.96250628457402,-79.9640926000136,-79.96565910251945,-79.96720941977316,-79.96873948603343,-79.97027564253472,-79.97180786942101,-79.973347980425,-79.97464690742389,-79.97560826338984,-79.97658077497933,-79.97757429191303,-79.97860153091312,-79.97899981373716,-79.97919740069646,-79.97935758584553,-79.97948016264554,-79.97955688767718
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP2_60sec.wav,WEBSS-004 TP2_60sec.wav,bandpass_100_2000,-31.980868474131842,-17.383663108671886,-16.669749904047265,-22.017887243963482,-26.346975001138926,-29.56783149437985,-32.17013062981199,-35.43006068573462,-37.75725706388683,-37.61308995149903,-38.36504669666662,-39.171434642504245,-40.234061657948175,-42.02961414800126,-43.83850443605298,-45.07831986065832,-46.75997710487616,-49.13077220139083,-50.99756149950608,-52.48045547517849,-53.958906411131224,-54.74336750942995,-54.81177863052068,-55.58367984658211,-56.46101198975921,-57.83625553626808,-59.23075097613324,-61.22471566070992,-62.029812289775045,-63.9353448975288,-65.27059163228303,-66.53255033802174,-67.79826251711171,-69.42054469454283,-74.02153237696382,-79.88457794470402,-79.96572619099261,-79.96923619032492,-79.97218431762543,-79.97488238449324,-79.97736392199343,-79.97969077744939,-79.98180097951142,-79.98336690430989,-79.98482719483258,-79.98619382584948,-79.98747483332285,-79.98868086871968,-79.98982363885084,-79.99090668982777,-79.9915374999381,-79.99212248828685,-79.99266656168217,-79.9931733515834,-79.99364715394162,-79.99408420681522,-79.99448629292358,-79.99485279940977,-79.9951817682949,-79.99547045524207,-79.99571884498182,-79.99591958592445,-79.99607212735573,-79.99616755579225
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP4_60sec.wav,WEBSS-004 TP4_60sec.wav,bandpass_100_2000,-60.13674541109582,-44.172785242276845,-42.8901066052711,-48.114792996047,-52.87036429717715,-55.627316036252324,-58.43014246521444,-61.54220851830498,-63.17947527958709,-63.89449386158896,-64.23673587092402,-65.46370368715486,-66.84753005529907,-68.21405684555728,-70.33194951290909,-71.24773568442983,-73.12758820232254,-74.68783900010682,-75.8353879288102,-76.67416861856009,-77.22725540514719,-77.58637272464682,-77.79863330549804,-78.01897901794067,-78.21761575411436,-78.40887367408969,-78.5985982436442,-78.77504815441422,-78.93558893867191,-79.07891381793652,-79.22062063342004,-79.37834256188374,-79.46650728764527,-79.5312212730675,-79.67030443353363,-79.93371776914985,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS004_5/WEBSS-004 TP1_60sec.wav,WEBSS-004 TP1_60sec.wav,bandpass_100_2000,-60.88054814217396,-46.538357544691394,-45.56301738401384,-49.32820115512752,-50.95882749012986,-51.71830057476785,-51.729504207889896,-53.17000232411278,-55.588785325094044,-57.37326709364852,-58.70081233674838,-59.846975075522536,-60.97859318050753,-61.91165829724446,-63.14846478769771,-64.6464214907237,-66.51193086485588,-68.76330233553016,-70.42449660130217,-71.8364693481919,-72.95757974351785,-73.59927367941158,-74.01336472506023,-74.3524441096931,-74.62259110663092,-75.01097632135637,-75.39631140517646,-75.67360581162883,-75.70439260430746,-75.78640602333178,-76.01612987825388,-76.46523097082931,-76.76915410807665,-77.17847471570707,-77.880837611875,-79.77780391389828,-79.99942492108418,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
